,item_id,i_name,i_category,r_substitute,r_buy_together,r_complement
1174,1383,Lamy Cartridges Refill - Black -5-pack T10BK,39,"[1003, 708, 2281, 1833, 891, 1332, 2220, 902, 1920, 1832]",[],"[1003, 708, 539, 1833, 1020, 2327, 891, 1701, 1332, 2220, 902, 1920, 2229, 1832]"
1175,1951,"Pentel EnerGel Deluxe RTX Gel Ink Pens, 0.7 Millimeter Metal Tip, Violet Ink, 3-Pack (BL77BP3V)",39,"[2293, 799, 674, 1942]",[],"[799, 1150, 1457, 1942, 2293, 407, 674, 1692, 23, 2228, 53, 769, 2214, 49, 1167, 1661]"
1176,2269,"American Weigh Scale Bt2-201 Digital Gram Pocket Grain Jewelry Scale, Black, 200 X 0.01 G",16,[],[],[]
1177,1952,"Mead #10 Security Envelopes, 40 Count (75214)",16,"[2186, 1462, 946, 734, 1394, 407, 1141, 1160, 1, 19, 2101, 1509]",[],"[115, 1141, 1160, 447, 1509, 49, 494, 378, 505, 1728, 112, 1013, 966, 1167, 587, 1807, 1394, 699, 1583, 421, 220, 2381, 1624, 243, 543, 1419, 484, 2116, 19, 736, 1324, 1336, 1676]"
1178,863,Logitech Notebook Riser (N110),11,"[390, 758, 647, 2123, 1239, 2182, 2287, 740, 1886, 1984, 1741]","[2123, 1239, 740]",[]
1179,1270,Brother MFC-6890CDW Professional Series Color Inkjet All-in-One Printer/Copier/Scanner/Fax with Duplex Printing and Wireless Networking,29,[],[],[]
1180,2270,Sharpie 1747388 Stainless Steel Fine Point Permanent Marker,39,"[1329, 771, 1731, 1774, 1215, 2288]",[],"[1450, 2288, 909, 484, 1731, 1774, 1475]"
1181,751,Fujitsu ScanSnap S1500 Instant PDF Sheet-Fed Scanner for PC,30,[],"[786, 2406, 1042]","[1588, 1591, 786, 2102, 1975, 1042, 1933, 86, 2406, 1988, 2284, 2217, 754, 918]"
1182,1540,"Office Impressions Self-Stick Notes, 3 x 3 Inches, Yellow, 100 Sheets per Pad (12 Pads per Pack) (82327)",25,"[1628, 2088, 89, 2214, 1635, 2087]",[],"[1398, 516, 1676, 115, 1336, 49, 494, 378, 139, 1473, 2088, 505, 2102, 89, 407, 633, 1470, 1056, 2401, 745, 966, 2087, 1357, 587, 1134, 2078, 1713, 1807, 699, 1583, 850, 1264, 1370, 421, 1322, 1212, 1812, 2381, 1419, 484, 769, 1234, 1976, 1396, 1921, 736, 2214, 557, 1368, 589, 1934]"
1183,2271,"Office Impressions Kraft Clasp Envelopes, 9 X 12 Inches, 28 Lb, Light Brown, 100 per Box (82302)",16,"[494, 2088, 1807, 1394, 1660, 407, 2227, 484, 1817, 421, 2101, 1322, 966, 1009]",[],"[1918, 1676, 115, 963, 313, 49, 494, 378, 139, 1473, 2088, 2102, 407, 2227, 1260, 1056, 112, 2101, 966, 2087, 1357, 1167, 1018, 109, 587, 487, 2078, 1807, 734, 699, 2325, 1264, 1370, 421, 1322, 1212, 2381, 2237, 484, 769, 1234, 1921, 736, 1713, 1368, 1934]"
1184,911,Brother TN-650 High Yield Toner Cartridge,28,[],[151],"[1863, 1518, 1752, 1517, 1508, 2055, 151, 772, 1628, 49, 494, 1557, 378, 2088, 2102, 1103, 1357, 587, 2376, 1953, 1933, 1322, 2203, 2033, 1417, 1178, 214, 705, 2237, 773, 1988, 769, 736, 1713, 1852, 1679, 737, 139]"
1185,645,FRANKLIN BES2100 translator Electronic Reference Device,15,[],[],[]
1186,1271,Brother HL-5370DW Laser Printer,29,[],"[86, 2033, 1953, 911]","[2033, 1953, 911, 1414, 1198, 86, 2010, 1483]"
1187,1953,Brother DR-620 Drum Unit - Retail Packaging,28,[],"[1988, 911]","[1518, 1752, 2055, 1429, 151, 772, 494, 1557, 745, 911, 1342, 1933, 1583, 846, 421, 2033, 1178, 705, 1988, 2116, 1713, 1368, 737, 2078]"
1188,969,Fujitsu ScanSnap S1500M Instant PDF Sheet-Fed Scanner for the Macintosh,30,"[1315, 1764, 2404, 2013, 1416, 1016, 1177, 2406, 1430, 1042, 1307, 1290, 2147, 232, 411, 1442, 751, 570, 477, 786, 1115, 2201, 1305, 2379, 1912, 1101, 860]",[],"[2033, 735, 1416, 786, 1245, 196, 1414, 217, 151, 1276, 86, 740, 1322, 1042, 912, 751, 487]"
1189,2272,Brother MFC-8480DN High-Performance Laser All-in-One with Networking and Duplex Printing,29,[],"[1953, 911]","[151, 1953, 917, 911]"
1190,1018,"Americopy 3,000 Label Name and Address Labels, 2-5/8&quot; x 1&quot;, Same Size as Avery&reg; 5160",22,"[1447, 2039, 2004, 1759, 460, 463, 466, 1379, 392, 1684, 112, 2350, 142, 1700, 109, 249]",[],"[1676, 819, 1660, 1379, 151, 49, 494, 378, 1473, 1562, 2039, 2088, 2005, 407, 635, 1470, 2101, 142, 2078, 1700, 2087, 109, 966, 853, 1807, 1684, 1418, 421, 1322, 466, 1295, 941, 543, 1988, 484, 769, 736, 1713, 915, 1934]"
1191,1954,"Duck Brand Self-Locking Mailing Boxes, Sample Size, 9.5&quot; x 6.5&quot; x 3.25&quot;, White, 25-Pack (1147601)",16,[],[],"[38, 1660, 1677, 1379, 1232, 1147, 1312, 550, 112, 1231, 1009, 1532, 1068, 939, 171, 466, 220, 2170, 47, 484]"
1192,1541,Casio USB Graphing Calculator Model FX-9860GII,4,[],"[1181, 1249]","[1488, 1181, 1249, 985, 2393, 1590, 1633, 2112]"
1193,1721,"PENCIL,VELCTY 0.9MM,4 Pack,BK",39,"[1683, 1481, 1925, 1949, 34, 243, 1082, 1340, 53, 195, 2261, 1678, 1259, 87, 2339]",[],"[1683, 1050, 903, 2282, 1082, 23, 1165, 907, 1204, 1472, 1803, 1740, 183, 505, 34, 1340, 53, 2070, 1134, 2359, 1481, 1925, 1949, 894, 1692, 1636, 890, 1259, 2374, 842, 1811, 1325, 2339, 243, 800, 484, 195, 2261, 1820, 87, 19]"
1194,2273,"Pilot G2 Retractable Premium Gel Ink Roller Ball Pens, Bold Point, 4-Pack, Assorted Colors, Black/Blue/Red/Green (31255)",39,"[1221, 34, 1365, 573, 2090, 1688]",[],"[49, 1331, 53, 1969, 1134, 1167, 799, 1512, 1481, 1807, 1365, 1933, 573, 421, 220, 484, 2090, 19, 557, 2078]"
1195,465,"Quartet Magnetic Dry-Erase Board, 17 x 23 Inches, Frame Color May Vary (21-580643Q)",26,"[843, 1730, 178, 1164, 884, 223, 2357]",[],[]
1196,275,"Quartet 4-Count Broad Dry-Erase Marker Kit, 1 Eraser, 2 oz. Spray Cleaner (51-659672Q)",39,"[843, 1730, 2300, 1390, 414, 1136, 1663, 5, 2168, 1821, 1217, 37, 173]",[],"[1390, 1136, 2116, 421, 1217, 49, 837]"
1197,2274,Badge Holder With Loop,22,[],[],"[1883, 2128, 192, 2294, 803]"
1198,475,"Academie Wirebound Sketch Diary, 9 x 6 Inches 70 Sheets (54028)",25,"[261, 1631]",[],"[1367, 1623]"
1199,2275,"Livescribe 3 x 5 Flip Notepad #1-4 (Black, 4-pack)",25,[],[803],"[2244, 786, 1372, 803]"
1200,1272,"Under the Roof Decorating 3-100109 Stoppy Door and Window Stop, Black",20,[],[2137],"[2204, 1553, 2137, 2116]"
1201,217,Fellowes Powershred W-11C 11 Sheet Cross-Cut Shredder (3103201),24,[],"[532, 156, 196, 581]","[2047, 378, 2394, 139, 196, 922, 1330, 1109, 1583, 124, 1235, 111, 49, 587, 1676]"
1202,23,uni-ball KuruToga Mechanical Pencil Starter Set (1751934),39,"[1512, 1481, 1925, 1949, 2009, 493, 2315, 1729, 1678, 2261, 848]",[],"[1683, 1643, 1804, 1082, 1228, 493, 361, 907, 795, 505, 34, 2315, 1729, 53, 698, 206, 966, 1134, 1512, 1925, 1949, 1903, 2076, 1951, 573, 890, 82, 848, 1053, 243, 2009, 484, 1678, 2261, 1559]"
1203,1542,Epson Stylus NX515 WiFi Color Inkjet All-in-One Printer (C11CA48231),0,"[569, 2184, 132, 655, 1533, 959, 583, 305, 1122, 319, 179, 281, 1304, 230, 2038, 406, 1745, 724, 111, 1543, 88, 2416, 74, 144, 86, 446, 248, 722, 187, 719, 514, 79, 783, 1262, 315, 920, 58, 1282, 1567, 102]","[187, 79]",[]
1204,2276,Epson Stylus NX115 All-in-One (C11CA46212),0,"[86, 281, 2343]",[281],[]
1205,1955,HP CM721A#B1H 2140 Professional Quality Plain-Paper Fax and Copier,17,[],[636],"[1591, 2130, 786, 1304, 1975, 217, 1680, 484, 636, 1483]"
1206,1273,SANOXY&reg; USB Wireless Remote Pointer Control PowerPoint Presentation Presenter Clicker Pen with Laser Pointer,27,[],[518],"[518, 955]"
1207,1722,"Pilot FriXion Light Erasable Highlighters, Chisel Point, Yellow, Dozen Box (46502)",39,[],[],"[1645, 2301, 1150, 34, 1340, 195, 82, 9, 2070, 121, 589]"
1208,1274,"Scotch DP-1000RF6 Packaging Tape, 1.88 Inches x 900 Inches (6-Pack)",16,"[1863, 1467, 60, 2097, 62, 220, 171, 47, 543, 1331, 1011, 2319, 254, 852, 48]",[],"[1514, 38, 1660, 1379, 1232, 124, 1881, 49, 852, 48, 494, 2088, 1466, 1088, 1331, 1312, 550, 1231, 1009, 1357, 109, 392, 60, 939, 171, 699, 466, 1812, 220, 2381, 2170, 47, 543, 484, 547, 741, 2116, 1247, 589]"
1209,1543,Epson DURABrite T068520 Ultra 68 High-capacity Inkjet Cartridge Color Multipack-Cyan/Magenta/Yellow,28,[],"[1533, 959]","[320, 946, 1533, 959, 1752, 1506, 182]"
1210,1723,Epson Stylus NX415 All-in-One Printer,0,[],"[111, 1997]","[1364, 1567]"
1211,1275,10 Pack Of Non-OEM LC61 Ink Cartridges -Cyan/Magenta/Yellow,28,[],"[1182, 1703]","[2178, 1196, 1703, 583, 1182, 49]"
1212,2277,"Bazic 3-Ring Pencil Pouch with Mesh Window, 24 Assorted colors (Case of 24)",11,"[2359, 1624, 903, 505, 243, 800, 890, 1969, 2168, 1367, 1134, 1464]",[],"[1050, 903, 215, 1082, 774, 1204, 599, 1367, 1464, 979, 505, 206, 1969, 2386, 1134, 2359, 1481, 1925, 890, 2058, 1924, 1624, 1135, 1919, 243, 800, 2168, 1755]"
1213,1956,"Universal 56806 36 by 48-Inch Cleated Chair Mat for Low and Medium Pile Carpet, Clear",20,"[762, 1027, 1012]",[],"[378, 630, 1788, 2344, 1555, 407, 361, 769, 1264, 1234, 1012, 421, 736, 151, 966, 49, 1167, 139]"
1214,1724,"Sharpie Ultra-Fine-Point Permanent Markers, 24-Pack Colored Markers (75847)",39,"[1350, 516, 1363, 188, 678, 200, 845, 2395, 119, 2231, 1215, 1216, 859, 1063, 1286, 1065, 2222, 484, 1061]",[],"[1350, 516, 1363, 188, 678, 200, 845, 2395, 1662, 119, 53, 1215, 1216, 859, 771, 1063, 1065, 484, 1061]"
1215,1544,Prismacolor Oval Pencil Sharpener,39,"[1010, 753, 1455, 1849, 1906, 1716, 999, 1084, 654, 1233, 1623, 1755, 2377]",[],"[1010, 1672, 753, 1455, 1849, 1906, 999, 654, 1814, 1233, 1623, 1755]"
1216,3,"Bankers Box SmoothMove Moving and Storage Boxes, Small, 10 Pack (0062701)",16,"[351, 327, 939, 1232, 342, 638, 1234, 353, 537, 428, 220, 732]",[],"[351, 1657, 1720, 939, 47, 1247, 1232, 1331, 342, 1234, 353, 9, 732, 537, 428, 1881, 220, 2170]"
1217,912,"DYMO Label Writer 450 Twin Turbo label printer, 71 Labels Per Minute, Black/Silver (1752266)",24,"[1846, 1834, 253, 1426, 1276, 898, 1845, 1206, 1794, 1420, 1560, 2278, 2289, 1796]",[],"[516, 1295, 253, 786, 2289, 1276, 2237, 356, 2010, 1206, 1234, 1794, 1560, 2415, 2278, 2087, 587, 1796]"
1218,1276,DYMO 1752265 LabelWriter 450 Turbo Thermal Label Printer,24,"[1834, 1295, 253, 108, 1426, 898, 1845, 1206, 1794, 1420, 1560, 1905, 2278, 912, 2289, 1796, 71]",[],"[449, 1295, 547, 1206, 1794, 112, 2415, 1905, 2278, 912, 2289, 1796]"
1219,2278,DYMO 1752264 LabelWriter 450 Thermal Label Printer,24,"[1834, 1295, 1796, 253, 1426, 1276, 898, 1845, 1206, 1794, 1420, 1469, 912, 2289, 949]",[],"[1588, 833, 1295, 786, 1276, 1975, 151, 1016, 86, 1206, 2284, 547, 1794, 1560, 1009, 1905, 912, 1796]"
1220,1384,Brother TN-360 Compatible Brand Toner - High Yield Version,28,[],"[968, 705]","[494, 378, 2262, 1190, 2356, 1518, 968, 819, 705, 1377, 1264, 1322, 1812, 49]"
1221,1277,Custom Self Inking Rubber Stamp - 3 Lines (42A1539),22,[],[],"[49, 494, 407, 1012, 112, 1323, 1807, 734, 1949, 1583, 1235, 1322, 71, 1391, 735, 1178, 214, 484, 2116, 736, 1247, 850, 1934]"
1222,685,"Five Star&reg; 1-Subject Notebooks in Red, Black, and Navy, 3-Pack (08277)",25,[],[],[]
1223,166,"Mead RediSpace Transitional NoteBook Paper, Stage 4, 10.5 x 8 Inches, 50 Count (48018)",25,"[485, 239, 218]",[],"[485, 239, 218]"
1224,261,"Academie Wirebound Sketch Diary, 14 x 11 Inches, 70 Sheets (54400)",25,[475],[],[]
1225,1545,Canon PIXMA MP490 Inkjet Photo All-In-One Printer (3745B002),0,"[521, 569, 1408, 989, 1705, 984, 1736, 2364, 529, 1184, 1026, 927, 642, 519, 555, 554, 430, 111, 1996, 88, 512, 446, 187, 452, 474, 514, 626, 920, 981, 1195]","[474, 642, 187, 496]",[]
1226,2279,"Classroom Keepser Magazine Holders, 6  Assorted Colors, (001327)",23,[],[],"[1937, 1662, 800, 1008, 840, 1663, 421, 745]"
1227,752,Ink Cartridges for use on Canon PIXMA Printers (2 Sets),28,[],"[808, 237]","[1776, 269, 187, 770, 1552, 808, 49]"
1228,2280,Shredder Essentials 6-Sheet Diamond-Cut Shredder,24,"[1266, 621, 581, 1243, 2221, 532, 156, 196, 217, 992, 488, 932, 625, 1873, 525, 622]","[156, 488, 525, 581]",[]
1229,1091,"Uniden Slim1100 Slimline Corded Phone, white, one phone",37,[],"[2267, 504, 1299, 472]","[2267, 2027, 1031, 528, 1382, 504, 1423, 1299, 580, 821, 472, 1183, 796]"
1230,1546,"Uniden 1380BK Corded Caller ID phone with Answering System, black, one phone",37,[],[1423],"[821, 504, 1423, 1171]"
1231,2281,"Lamy Bottle Ink Blue/Black T52, 50 ml",39,"[708, 1383, 1833, 891, 1701, 965, 1332, 2330, 2220, 902, 1920, 1832]",[],"[1003, 1587, 708, 1833, 902, 1020, 2327, 891, 1701, 965, 1332, 2330, 2220, 1383, 1920, 1475, 1832]"
1232,1725,"Smead 89501 Campus.org Poly Color Envelopes - 5 Pack, Assorted Colors",18,"[1060, 1666, 183, 2083]",[],"[115, 273, 2363, 49, 494, 378, 1150, 1740, 183, 505, 89, 2066, 407, 53, 1816, 1060, 2070, 1666, 1167, 487, 2083, 699, 1057, 172, 421, 2350, 842, 220, 1743, 243, 484, 769, 1820, 733, 19, 1139, 589]"
1233,1726,"Sharpie 25145 Accent Tank-Style Highlighter, Assorted Colors, 12-Pack",39,"[1082, 1468, 494, 1150, 34, 53, 1134, 1481, 1636, 2228, 1325, 243, 865, 484, 769, 2116, 1648, 2257, 589, 2078]",[],"[516, 1676, 115, 1153, 1375, 963, 1758, 49, 1628, 494, 378, 1473, 2088, 505, 2102, 89, 1662, 633, 966, 2078, 1357, 109, 587, 1134, 1713, 1481, 1807, 1347, 699, 1583, 1264, 421, 1322, 2374, 1743, 2237, 865, 484, 2116, 769, 736, 2214, 589, 139]"
1234,2282,"Paper Mate Mirado Black Warrior Cedar Pencils, 8 #2 Pre-Sharpened Pencils(58494)",39,"[2365, 1980, 1135, 903, 1082, 774, 1777, 1504, 698, 1872, 1084, 1053, 2386, 1464]",[],"[903, 1082, 774, 1777, 1300, 2327, 654, 1367, 49, 1803, 506, 183, 698, 2386, 278, 687, 890, 1084, 1259, 2374, 1053, 2365, 1135, 938, 1648]"
1235,2283,Buddybar Door Jammer,20,[],[],[]
1236,1167,"TOPS Prism Plus 100% Recycled Legal Pad, 5 x 8 Inches, Perforated, Assorted Colors: Gray, Orchid, Blue, Legal/Wide Rule, 50 Sheets per Pad, 6 Pads per Pack (63116)",25,"[1628, 803]",[],"[115, 1336, 49, 1628, 803, 494, 378, 1150, 2372, 2088, 505, 89, 34, 407, 53, 966, 1635, 587, 1134, 2078, 1713, 1807, 699, 1583, 1979, 421, 1322, 2237, 1396, 484, 2116, 769, 19, 1921, 736, 2214, 589, 139]"
1237,1547,Vtech 6.0 2-Line Expandable Cordless Phone with Digital Answering System and Caller ID (DS6151),37,[],[2298],"[1322, 2394, 1432, 156, 86, 2298, 636, 1033, 151, 49, 1018]"
1238,1957,Extra Large heavy-duty folding Cart with matching Liner -Basket Cart -Jumbo size,7,[1668],[],[1668]
1239,121,"Post-it Durable IndexTabs, 1 Inch, Ideal For Binders and File Folders, Assorted Bright Colors, 36 per Dispenser (686-RYBT)",22,"[294, 2092, 1150, 1629, 76, 20, 27, 9, 1550, 229, 1228, 1769, 1758, 1134, 589]",[],"[1918, 516, 76, 1228, 840, 1769, 313, 1758, 49, 1309, 1150, 20, 505, 53, 966, 1635, 1134, 1215, 1713, 1550, 859, 1636, 2291, 1057, 1264, 421, 1322, 484, 769, 736, 2214, 557, 589, 139]"
1240,128,Kensington Wireless Presenter with Laser Pointer and 2 GB Built-in Memory (Black),27,"[527, 1273, 518, 1339, 955, 1563, 1237, 1887]",[],"[527, 1887, 955, 518]"
1241,1278,Lexmark Interact S605 Wireless Multifunction Inkjet Printer with Web-Enabled Touchscreen,29,[],"[1284, 187, 1173]","[1284, 1287, 1173, 1733]"
1242,63,"Avery Assorted File Folder Label Pad, 1/3 Cut, 160 Labels (45215)",22,"[1514, 1376, 124, 1758, 49, 1628, 439, 378, 966, 587, 1615, 1807, 421, 13, 435, 736, 1523, 850, 139]",[],"[1514, 634, 1758, 49, 89, 1969, 966, 587, 487, 1807, 699, 1136, 1264, 421, 1322, 1950, 2082, 484, 1234, 736, 589]"
1243,17,"Avery Removable Label Pad, 1 x 3 Inches, Assorted, Neon, 120 Labels (22010)",22,"[6, 331, 1759, 13, 2095, 1816, 129, 9, 2350, 161]",[],"[840, 1758, 1150, 1629, 20, 89, 1617, 63, 1816, 2083, 1759, 421, 2350, 220, 47, 13, 484, 683, 9, 2214]"
1244,65,"Avery To/From Shipping Label Pad, 40 Labels (45280)",22,"[38, 460, 1379, 1232, 1421, 2039, 1625, 1312, 958, 550, 1816, 112, 1009, 2334, 1532, 853, 1864, 1418, 2350, 466, 220, 1349, 915]",[],"[1660, 1232, 49, 1011, 1312, 958, 550, 1009, 1532, 853, 1394, 1864, 421, 2350, 220, 47, 1349, 484, 769, 19]"
1245,1019,HP Photosmart Plus Wireless All-in-One Printer (CD035A#ABA),29,"[1095, 813, 1113, 2332, 281, 1407, 2038, 1708, 724, 1180, 88, 778, 297, 2018, 868, 248, 763, 1410, 761, 787]","[281, 1079]",[]
1246,1958,HP Deskjet&nbsp;D1660&nbsp;Printer&nbsp;(CB770A#B1H),29,[],"[541, 565, 648]","[1014, 706, 972]"
1247,1386,AmazonBasics Remanufactured  Toner Cartridge Replacement for Brother TN570  High Yield Black,28,[],[],[]
1248,1168,AmazonBasics Remanufactured Toner Cartridge Replacement for Brother TN360 High Yield Black,28,[],"[968, 1384, 705]",[]
1249,1279,AmazonBasics Remanufactured  Toner Cartridge Replacement for Brother TN580 High Yield Black,28,[],[1342],[]
1250,1959,AmazonBasics Remanufactured Ink Cartridge Replacement for Brother LC41BK Black,28,[],[],[]
1251,1389,AmazonBasics Remanufactured Ink Cartridge Replacement for Brother LC51BK Black,28,[],[],[]
1252,1387,AmazonBasics Remanufactured Toner Cartridge Replacement for Brother TN460 High Yield Black,28,[],[],[]
1253,1548,AmazonBasics Remanufactured  Drum Unit Replacement for Brother DR520,28,[],[],[]
1254,1388,AmazonBasics Remanufactured Toner Cartridge Replacement for Brother TN550 Black,28,[],[],[]
1255,1385,AmazonBasics Remanufactured Drum Unit Replacement for Brother DR350,28,[],[],[]
1256,1280,,13,[],[],[]
1257,1549,HP&nbsp;Photosmart&nbsp;A646&nbsp;Compact&nbsp;Photo&nbsp;Printer&nbsp;(CC001A#B1H),29,[],[747],[952]
1258,1020,"Pilot Namiki IC100 Fountain Pen Ink Cartridge, Black, 12 Cartridges per Pack (69100)",39,"[1837, 708, 539, 1263, 891, 1701, 2330, 1332, 2229]",[],"[1837, 1587, 708, 539, 1263, 2009, 2327, 891, 1701, 965, 1332, 2330, 1383, 2229]"
1259,527,Logitech Professional Presenter R800 with Green Laser Pointer,27,[],"[518, 1887, 955]","[518, 1662, 955, 986]"
1260,518,Logitech Wireless Presenter R400,27,"[527, 1273, 986, 128, 1339, 955, 1563, 1237, 1887]",[],"[527, 986, 1390, 1625, 1988, 955, 740]"
1261,519,Canon PIXMA MP560 Wireless Inkjet All-In-One Photo Printer (3747B002),0,[],"[237, 269, 187]","[237, 269, 1552]"
1262,1092,HP 920 CN066FN#140 Ink Cartridge Combo Pack,28,[],"[1537, 1176]","[1876, 1537, 1807, 1176, 633, 1506, 1396, 447, 1507, 49, 139]"
1263,778,HP Photosmart Premium All-in-One Printer (CD055A#ABA),0,[],"[1748, 1531, 2038]","[1531, 1993, 1783, 717, 1079, 804]"
1264,1169,"IOGEAR Multimedia Keyboard with Laser Trackball and Scroll Wheel, 2.4GHz Wireless GKM561R (Black)",28,[],[],[1305]
1265,251,"Sure Hook Hanging File Folder, Assorted ( Blue, Red, Yellow, Bright Green, Orange), Letter, 20 Folders Per Box, 6152 1/5 Asst",18,"[175, 1514, 1667, 1211, 2082, 435, 421, 736, 1950]",[],"[1514, 115, 361, 49, 378, 630, 1473, 2066, 407, 633, 2195, 1704, 966, 1635, 587, 294, 1667, 1807, 1008, 699, 421, 1950, 1107, 2333, 2237, 484, 2116, 435, 736, 589]"
1266,1093,Epson WorkForce 1100 Wide-Format Color Inkjet Printer (C11CA58201),29,"[2184, 896, 694, 426, 1314, 1256, 458, 862, 627, 427, 1073, 336, 1411, 2292, 716, 1301, 1262, 459, 1298, 1482, 1494]","[427, 336, 1262]",[]
1267,1960,"Formaticum Cheese Paper with 15 Adhesive Labels, Package of 15, 11 by 14-Inch",22,[],[],[]
1268,1727,"Monteverde Ballpoint Refill to Fit Cross Ballpoint Pens, Medium Point, Soft Roll, Blue, 2 per Pack (C132BU)",39,"[1453, 1463, 2353, 1622, 573, 1251]",[],"[1622, 1463, 2353]"
1269,1550,"Post-it Flags with On-the-Go Dispenser, Purple, Blue, and Green, 1-Inch Wide, 60/Dispenser, 1-Dispenser/Pack",22,"[2092, 1150, 1629, 76, 20, 9, 229, 1228, 1636, 2017, 53, 1057, 2119, 1769, 1758, 121, 589]",[],"[2092, 76, 1228, 840, 1769, 1472, 1758, 1628, 49, 121, 378, 1150, 20, 505, 89, 34, 1617, 53, 1208, 1215, 1134, 294, 229, 859, 1692, 1636, 2017, 1979, 2190, 1264, 421, 1325, 484, 2116, 2119, 769, 557, 2257, 589, 2078]"
1270,1728,"The Classics Stainless Steel Ruler with Cork Backing (TPG-152), 12 Inches",10,"[1969, 795]",[],"[516, 903, 1676, 115, 1317, 361, 124, 963, 795, 49, 439, 494, 378, 1473, 505, 633, 1969, 966, 2078, 587, 1134, 2260, 1925, 699, 2325, 1583, 890, 1264, 850, 421, 1322, 1212, 243, 2237, 1321, 484, 2116, 2168, 736, 557, 589, 139]"
1271,1961,"Tartan Sealing Tape, 1.88 x 109 Yards, Clear, 6 Rolls (3690)",16,[],[],[]
1272,1962,SteelSeries 4HD Professional Gaming Mouse Pad (Black),11,"[1513, 885, 704, 1735, 155]",[],"[1513, 740, 704, 885]"
1273,2284,HP LaserJet P3015dn Printer - Black/Silver (CE528A#ABA),29,[],[],"[1588, 1591, 2332, 786, 1975, 2389, 2010, 1599, 2278]"
1274,252,"BIC 4-Color Ball Pen, Medium Point, 3 Pack, Assorted Ink (MMP31-ASST)",39,"[505, 34, 265, 1134]",[],"[1350, 1050, 903, 1082, 774, 1228, 907, 49, 494, 1150, 505, 34, 53, 206, 1969, 2386, 1208, 1134, 1453, 1481, 1925, 1949, 1636, 890, 1212, 1641, 243, 265, 484, 1327, 2168, 557, 1665, 1336]"
1275,441,"Quartet Stainless Steel Finish Magnetic Dry-Erase Board, 8.5 x 11 Inches, Graphite Gray Frame (mhos8511)",26,"[189, 1770, 73, 362, 178, 160, 1164, 394, 223, 1966, 546, 486, 37, 2357]",[],"[1770, 843, 2300, 361, 1663, 850, 394, 154, 1013, 2370, 37]"
1276,1390,Expo Non-Toxic Green Whiteboard Cleaner 22 oz Spray Bottle (1752229) (Packaging May Vary),39,"[1770, 1980, 843, 2300, 1662, 1136, 1663, 5, 2086, 1637, 2168, 1821, 1217, 1013, 2370, 37]",[],"[1770, 1730, 774, 5, 49, 2370, 575, 1785, 1662, 1663, 1013, 1216, 37, 1136, 1637, 1135, 843, 800, 484, 2116, 769, 2168, 1821, 1217, 1966, 2078]"
1277,564,"Avery Stamps.com Desktop Postal Center:  Starter Kit, Includes $45 in Postage, 4 Weeks of Service, Stamp Labels, Mailing Labels and Shipping Labels (32401)",22,"[449, 38, 1276, 898, 613, 1379, 1560, 112, 1231, 912, 466, 109]",[],[]
1278,68,"Avery Internet Shipping Labels, Ink Jet and Laser, Brown Kraft, 50 Labels (5783)",22,"[335, 320, 433, 38, 368, 460, 1625, 334, 466, 349, 382, 304, 467, 1231, 1421]",[],"[320, 38, 368, 393, 1763, 75, 466, 349, 304, 1231]"
1279,1729,"Pentel Twist-Erase III Automatic Pencil with 2 Eraser Refills, 0.7mm, Assorted Barrels, 2 Pack (QE517BP2-K6)",39,"[1481, 1925, 1949, 2009, 493, 23, 1678, 2261, 907, 848, 2339]",[],"[1683, 903, 1082, 1228, 493, 361, 23, 907, 49, 1824, 1150, 1192, 633, 53, 206, 1635, 1134, 587, 1453, 1512, 1481, 1925, 1949, 890, 1185, 1053, 2339, 1624, 484, 1678, 195, 1648, 589]"
1280,1391,"Letter Slitter Hand Letter Opener w/Concealed Blade, 2 1/2&quot;, White, 3/Pack",10,"[2239, 735, 1639, 1839, 2237, 1370, 1650, 226]",[],"[2239, 1398, 115, 361, 124, 963, 795, 439, 378, 1473, 2088, 164, 633, 1969, 966, 1167, 587, 1694, 147, 1615, 944, 1807, 998, 734, 1639, 699, 2325, 850, 1000, 1370, 846, 1650, 1235, 1322, 2381, 735, 1839, 557, 1419, 484, 2116, 2237, 1321, 769, 736, 2214, 835, 589, 139]"
1281,1281,"Pentel EnerGel  Deluxe RTX Retractable Liquid Gel Pen, 0.7mm, Needle Tip, Violet Ink, 2 Pack (BLN77BP2V)",39,"[2293, 799, 1951, 1942]",[],"[516, 1769, 49, 1628, 1942, 1729, 53, 1260, 1635, 1726, 799, 1512, 2293, 1807, 699, 1951, 2228, 1264, 421, 1322, 1212, 735, 2237, 484, 736, 263, 589]"
1282,864,"Swingline Optima Electric Pencil Sharpener, Fits Six Different Pencil Sizes (29968)",39,"[847, 371, 517, 1300, 576, 654, 590, 2153, 684, 387, 506, 861, 575, 610, 637, 278, 687, 1917, 878, 1199, 888, 337, 756, 287, 1755, 661]",[],"[1500, 1285, 774, 590]"
